date,transaction_cost,ter_cost,cum_transaction_cost,cum_ter_cost
2009-04-21,0.0,3.5714285714285714e-06,0.05560000000000002,0.005103730158730077
2009-04-22,0.0,3.5714285714285714e-06,0.05560000000000002,0.005107301587301505
2009-04-23,0.0,3.5714285714285714e-06,0.05560000000000002,0.005110873015872933
2009-04-24,0.0,3.5714285714285714e-06,0.05560000000000002,0.005114444444444362
2009-04-27,0.0,3.5714285714285714e-06,0.05560000000000002,0.00511801587301579
2009-04-28,0.0,3.5714285714285714e-06,0.05560000000000002,0.005121587301587218
2009-04-29,0.0,3.5714285714285714e-06,0.05560000000000002,0.0051251587301586465
2009-04-30,0.0,3.5714285714285714e-06,0.05560000000000002,0.005128730158730075
2009-05-01,0.0,3.5714285714285714e-06,0.05560000000000002,0.005132301587301503
2009-05-04,0.0,3.5714285714285714e-06,0.05560000000000002,0.0051358730158729314
2009-05-05,0.0,3.5714285714285714e-06,0.05560000000000002,0.00513944444444436
2009-05-06,0.0,3.5714285714285714e-06,0.05560000000000002,0.005143015873015788
2009-05-07,0.0,3.5714285714285714e-06,0.05560000000000002,0.005146587301587216
2009-05-08,0.0,3.5714285714285714e-06,0.05560000000000002,0.005150158730158645
2009-05-11,0.0,3.5714285714285714e-06,0.05560000000000002,0.005153730158730073
2009-05-12,0.0,3.5714285714285714e-06,0.05560000000000002,0.005157301587301501
2009-05-13,0.0,3.5714285714285714e-06,0.05560000000000002,0.0051608730158729296
2009-05-14,0.0,3.5714285714285714e-06,0.05560000000000002,0.005164444444444358
2009-05-15,0.0,3.5714285714285714e-06,0.05560000000000002,0.005168015873015786
2009-05-18,0.0,3.5714285714285714e-06,0.05560000000000002,0.0051715873015872145
2009-05-19,0.0,3.5714285714285714e-06,0.05560000000000002,0.005175158730158643
2009-05-20,0.0,3.5714285714285714e-06,0.05560000000000002,0.005178730158730071
2009-05-21,0.0007999999999999999,4.920634920634921e-06,0.05640000000000002,0.005183650793650706
2009-05-22,0.0,4.920634920634921e-06,0.05640000000000002,0.00518857142857134
2009-05-26,0.0,4.920634920634921e-06,0.05640000000000002,0.005193492063491975
2009-05-27,0.0,4.920634920634921e-06,0.05640000000000002,0.005198412698412609
2009-05-28,0.0,4.920634920634921e-06,0.05640000000000002,0.005203333333333244
2009-05-29,0.0,4.920634920634921e-06,0.05640000000000002,0.0052082539682538785
2009-06-01,0.0,4.920634920634921e-06,0.05640000000000002,0.005213174603174513
2009-06-02,0.0,4.920634920634921e-06,0.05640000000000002,0.005218095238095148
2009-06-03,0.0,4.920634920634921e-06,0.05640000000000002,0.005223015873015782
2009-06-04,0.0,4.920634920634921e-06,0.05640000000000002,0.005227936507936417
2009-06-05,0.0,4.920634920634921e-06,0.05640000000000002,0.005232857142857051
2009-06-08,0.0,4.920634920634921e-06,0.05640000000000002,0.005237777777777686
2009-06-09,0.0,4.920634920634921e-06,0.05640000000000002,0.0052426984126983205
2009-06-10,0.0,4.920634920634921e-06,0.05640000000000002,0.005247619047618955
2009-06-11,0.0,4.920634920634921e-06,0.05640000000000002,0.00525253968253959
2009-06-12,0.0,4.920634920634921e-06,0.05640000000000002,0.005257460317460224
2009-06-15,0.0,4.920634920634921e-06,0.05640000000000002,0.005262380952380859
2009-06-16,0.0,4.920634920634921e-06,0.05640000000000002,0.005267301587301493
2009-06-17,0.0,4.920634920634921e-06,0.05640000000000002,0.005272222222222128
2009-06-18,0.0,4.920634920634921e-06,0.05640000000000002,0.0052771428571427624
2009-06-19,0.0,4.920634920634921e-06,0.05640000000000002,0.005282063492063397
2009-06-22,0.0,4.920634920634921e-06,0.05640000000000002,0.005286984126984032
2009-06-23,0.0,4.920634920634921e-06,0.05640000000000002,0.005291904761904666
2009-06-24,0.0,4.920634920634921e-06,0.05640000000000002,0.005296825396825301
2009-06-25,0.0,4.920634920634921e-06,0.05640000000000002,0.005301746031745935
2009-06-26,0.0,4.920634920634921e-06,0.05640000000000002,0.00530666666666657
2009-06-29,0.0,4.920634920634921e-06,0.05640000000000002,0.005311587301587204
2009-06-30,0.0,4.920634920634921e-06,0.05640000000000002,0.005316507936507839
2009-07-01,0.0,4.920634920634921e-06,0.05640000000000002,0.0053214285714284736
2009-07-02,0.0,4.920634920634921e-06,0.05640000000000002,0.005326349206349108
2009-07-06,0.0,4.920634920634921e-06,0.05640000000000002,0.005331269841269743
2009-07-07,0.0,4.920634920634921e-06,0.05640000000000002,0.005336190476190377
2009-07-08,0.0,4.920634920634921e-06,0.05640000000000002,0.005341111111111012
2009-07-09,0.0,4.920634920634921e-06,0.05640000000000002,0.005346031746031646
2009-07-10,0.0,4.920634920634921e-06,0.05640000000000002,0.005350952380952281
2009-07-13,0.0,4.920634920634921e-06,0.05640000000000002,0.0053558730158729155
2009-07-14,0.0,4.920634920634921e-06,0.05640000000000002,0.00536079365079355
2009-07-15,0.0,4.920634920634921e-06,0.05640000000000002,0.005365714285714185
2009-07-16,0.0,4.920634920634921e-06,0.05640000000000002,0.005370634920634819
2009-07-17,0.0,4.920634920634921e-06,0.05640000000000002,0.005375555555555454
2009-07-20,0.0,4.920634920634921e-06,0.05640000000000002,0.005380476190476088
2009-07-21,0.0,4.920634920634921e-06,0.05640000000000002,0.005385396825396723
2009-07-22,0.0,4.920634920634921e-06,0.05640000000000002,0.0053903174603173575
2009-07-23,0.0,4.920634920634921e-06,0.05640000000000002,0.005395238095237992
2009-07-24,0.0,4.920634920634921e-06,0.05640000000000002,0.005400158730158627
2009-07-27,0.0,4.920634920634921e-06,0.05640000000000002,0.005405079365079261
2009-07-28,0.0,4.920634920634921e-06,0.05640000000000002,0.005409999999999896
2009-07-29,0.0,4.920634920634921e-06,0.05640000000000002,0.00541492063492053
2009-07-30,0.0,4.920634920634921e-06,0.05640000000000002,0.005419841269841165
2009-07-31,0.0,4.920634920634921e-06,0.05640000000000002,0.0054247619047617995
2009-08-03,0.0,4.920634920634921e-06,0.05640000000000002,0.005429682539682434
2009-08-04,0.0,4.920634920634921e-06,0.05640000000000002,0.005434603174603069
2009-08-05,0.0,4.920634920634921e-06,0.05640000000000002,0.005439523809523703
2009-08-06,0.0,4.920634920634921e-06,0.05640000000000002,0.005444444444444338
2009-08-07,0.0,4.920634920634921e-06,0.05640000000000002,0.005449365079364972
2009-08-10,0.0,4.920634920634921e-06,0.05640000000000002,0.005454285714285607
2009-08-11,0.0,4.920634920634921e-06,0.05640000000000002,0.0054592063492062415
2009-08-12,0.0,4.920634920634921e-06,0.05640000000000002,0.005464126984126876
2009-08-13,0.0,4.920634920634921e-06,0.05640000000000002,0.005469047619047511
2009-08-14,0.0,4.920634920634921e-06,0.05640000000000002,0.005473968253968145
2009-08-17,0.0,4.920634920634921e-06,0.05640000000000002,0.00547888888888878
2009-08-18,0.0,4.920634920634921e-06,0.05640000000000002,0.005483809523809414
2009-08-19,0.0,4.920634920634921e-06,0.05640000000000002,0.005488730158730049
2009-08-20,0.0,4.920634920634921e-06,0.05640000000000002,0.0054936507936506835
2009-08-21,0.0,4.920634920634921e-06,0.05640000000000002,0.005498571428571318
2009-08-24,0.0,4.920634920634921e-06,0.05640000000000002,0.005503492063491953
2009-08-25,0.0,4.920634920634921e-06,0.05640000000000002,0.005508412698412587
2009-08-26,0.0,4.920634920634921e-06,0.05640000000000002,0.005513333333333222
2009-08-27,0.0,4.920634920634921e-06,0.05640000000000002,0.005518253968253856
2009-08-28,0.0,4.920634920634921e-06,0.05640000000000002,0.005523174603174491
2009-08-31,0.0,4.920634920634921e-06,0.05640000000000002,0.0055280952380951254
2009-09-01,0.0,4.920634920634921e-06,0.05640000000000002,0.00553301587301576
2009-09-02,0.0,4.920634920634921e-06,0.05640000000000002,0.005537936507936395
2009-09-03,0.0,4.920634920634921e-06,0.05640000000000002,0.005542857142857029
2009-09-04,0.0,4.920634920634921e-06,0.05640000000000002,0.005547777777777664
2009-09-08,0.0,4.920634920634921e-06,0.05640000000000002,0.005552698412698298
2009-09-09,0.0,4.920634920634921e-06,0.05640000000000002,0.005557619047618933
2009-09-10,0.0,4.920634920634921e-06,0.05640000000000002,0.005562539682539567
2009-09-11,0.0,4.920634920634921e-06,0.05640000000000002,0.005567460317460202
2009-09-14,0.0,4.920634920634921e-06,0.05640000000000002,0.0055723809523808366
2009-09-15,0.0,4.920634920634921e-06,0.05640000000000002,0.005577301587301471
2009-09-16,0.0,4.920634920634921e-06,0.05640000000000002,0.005582222222222106
2009-09-17,0.0,4.920634920634921e-06,0.05640000000000002,0.00558714285714274
2009-09-18,0.0,4.920634920634921e-06,0.05640000000000002,0.005592063492063375
